Approval (initials),Title,Slug,Status,Parent ID,SKU,Size,Visibility,Side,Product/Part Number,Hip Size,Upper Bar Thickness (mm),Depth (mm),Minimum Calf Size (in),Minimum Ankle Size (in),Length (in.),Length (mm),Minimum Patient Weight (kg),Maximum Patient Weight (kg),Patient Weight (kg),Build Height (inches),Build Height (mm.),Min. Distal Circumference (mm),Max Distal Circumference (mm),Min. Proximal Circumference (mm),Max Proximal Circumference (mm),Weight (oz.),Weight (g),Quantity,Width (in.),Width (mm),Height (in.),Height (mm),Weight Rating (lb.),Weight Limit (lbs.),Mount Height range (mm),Diameter (in.),Diameter (mm),Flexion,Material,Thread,Pyramid (mm),Pyramid Receiver (mm),Tube Clamp (mm),Through Hole,Plate Thickness (mm.),Socket Offset Distance (mm.),Compatible Foot,Categories,Tags,Colors,Attachments / Extras
,AllPro with Direct Mount Pyramid,,,2050,137-110-25-E7,25 cm,visible,,,,,,,,,,113,136,113-125 kg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-110-25-F9,25 cm,visible,,,,,,,,,,137,150,137-150 kg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-25-B4,25 cm,visible,,,,,,,,,,45,72,45-54 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-25-C5,25 cm,visible,,,,,,,,,,73,90,73-81 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-25-D6,25 cm,visible,,,,,,,,,,91,113,91-102 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-25-E7,25 cm,visible,,,,,,,,,,113,136,113-125 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-25-F9,25 cm,visible,,,,,,,,,,137,150,137-150 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-106-26-B4,26 cm,visible,,,,,,,,,,45,72,45-54 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-106-26-C5,26 cm,visible,,,,,,,,,,73,90,73-81 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-106-26-D6,26 cm,visible,,,,,,,,,,91,113,91-102 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-106-26-E7,26 cm,visible,,,,,,,,,,113,136,113-125 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-106-26-F9,26 cm,visible,,,,,,,,,,137,150,137-150 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-108-26-B4,26 cm,visible,,,,,,,,,,45,72,45-54 kg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-108-26-C5,26 cm,visible,,,,,,,,,,73,90,73-81 kg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-108-26-D6,26 cm,visible,,,,,,,,,,91,113,91-102 kg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-108-26-E7,26 cm,visible,,,,,,,,,,113,136,113-125 kg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-108-26-F9,26 cm,visible,,,,,,,,,,137,150,137-150 kg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-110-26-B4,26 cm,visible,,,,,,,,,,45,72,45-54 kg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-110-26-C5,26 cm,visible,,,,,,,,,,73,90,73-81 kg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-110-26-D6,26 cm,visible,,,,,,,,,,91,113,91-102 kg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-110-26-E7,26 cm,visible,,,,,,,,,,113,136,113-125 kg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-110-26-F9,26 cm,visible,,,,,,,,,,137,150,137-150 kg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-26-B4,26 cm,visible,,,,,,,,,,45,72,45-54 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-26-C5,26 cm,visible,,,,,,,,,,73,90,73-81 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-26-D6,26 cm,visible,,,,,,,,,,91,113,91-102 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-26-E7,26 cm,visible,,,,,,,,,,113,136,113-125 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-26-F9,26 cm,visible,,,,,,,,,,137,150,137-150 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-106-27-C6,27 cm,visible,,,,,,,,,,54,81,54-63 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-106-27-D7,27 cm,visible,,,,,,,,,,82,102,82-90 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-106-27-E8,27 cm,visible,,,,,,,,,,102,125,102-113 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-106-27-F9,27 cm,visible,,,,,,,,,,125,150,125-136 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-108-27-C6,27 cm,visible,,,,,,,,,,54,81,54-63 kg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-108-27-D7,27 cm,visible,,,,,,,,,,82,102,82-90 kg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-108-27-E8,27 cm,visible,,,,,,,,,,102,125,102-113 kg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-108-27-F9,27 cm,visible,,,,,,,,,,125,150,125-136 kg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-110-27-C6,27 cm,visible,,,,,,,,,,54,81,54-63 kg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-110-27-D7,27 cm,visible,,,,,,,,,,82,102,82-90 kg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-110-27-E8,27 cm,visible,,,,,,,,,,102,125,102-113 kg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-110-27-F9,27 cm,visible,,,,,,,,,,125,150,125-136 kg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-27-C6,27 cm,visible,,,,,,,,,,54,81,54-63 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-27-D7,27 cm,visible,,,,,,,,,,82,102,82-90 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-27-E8,27 cm,visible,,,,,,,,,,102,125,102-113 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-27-F9,27 cm,visible,,,,,,,,,,125,150,125-136 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-106-28-C6,28 cm,visible,,,,,,,,,,54,81,54-63 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-106-28-D7,28 cm,visible,,,,,,,,,,82,102,82-90 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-106-28-E8,28 cm,visible,,,,,,,,,,102,125,102-113 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-106-28-F9,28 cm,visible,,,,,,,,,,125,150,125-136 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-108-28-C6,28 cm,visible,,,,,,,,,,54,81,54-63 kg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-108-28-D7,28 cm,visible,,,,,,,,,,82,102,82-90 kg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-108-28-E8,28 cm,visible,,,,,,,,,,102,125,102-113 kg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-108-28-F9,28 cm,visible,,,,,,,,,,125,150,125-136 kg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-110-28-C6,28 cm,visible,,,,,,,,,,54,81,54-63 kg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-110-28-D7,28 cm,visible,,,,,,,,,,82,102,82-90 kg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-110-28-E8,28 cm,visible,,,,,,,,,,102,125,102-113 kg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-110-28-F9,28 cm,visible,,,,,,,,,,125,150,125-136 kg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-28-C6,28 cm,visible,,,,,,,,,,54,81,54-63 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-28-D7,28 cm,visible,,,,,,,,,,82,102,82-90 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-28-E8,28 cm,visible,,,,,,,,,,102,125,102-113 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-28-F9,28 cm,visible,,,,,,,,,,125,150,125-136 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-106-29-D7,29 cm,visible,,,,,,,,,,64,90,64-72 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-106-29-E8,29 cm,visible,,,,,,,,,,91,113,91-102 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-106-29-F9,29 cm,visible,,,,,,,,,,113,136,113-125 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-106-29-G10,29 cm,visible,,,,,,,,,,137,150,137-150 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-108-29-D7,29 cm,visible,,,,,,,,,,64,90,64-72 kg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-108-29-E8,29 cm,visible,,,,,,,,,,91,113,91-102 kg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-108-29-F9,29 cm,visible,,,,,,,,,,113,136,113-125 kg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-108-29-G10,29 cm,visible,,,,,,,,,,137,150,137-150 kg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-110-29-D7,29 cm,visible,,,,,,,,,,64,90,64-72 kg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-110-29-E8,29 cm,visible,,,,,,,,,,91,113,91-102 kg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-110-29-F9,29 cm,visible,,,,,,,,,,113,136,113-125 kg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-110-29-G10,29 cm,visible,,,,,,,,,,137,150,137-150 kg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-29-D7,29 cm,visible,,,,,,,,,,64,90,64-72 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-29-E8,29 cm,visible,,,,,,,,,,91,113,91-102 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-29-F9,29 cm,visible,,,,,,,,,,113,136,113-125 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-29-G10,29 cm,visible,,,,,,,,,,137,150,137-150 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-106-30-D7,30 cm,visible,,,,,,,,,,64,90,64-72 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-106-30-E8,30 cm,visible,,,,,,,,,,91,113,91-102 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-106-30-F9,30 cm,visible,,,,,,,,,,113,136,113-125 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-106-30-G10,30 cm,visible,,,,,,,,,,137,150,137-150 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-108-30-D7,30 cm,visible,,,,,,,,,,64,90,64-72 kg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-108-30-E8,30 cm,visible,,,,,,,,,,91,113,91-102 kg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-108-30-F9,30 cm,visible,,,,,,,,,,113,136,113-125 kg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-108-30-G10,30 cm,visible,,,,,,,,,,137,150,137-150 kg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-110-30-D7,30 cm,visible,,,,,,,,,,64,90,64-72 kg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-110-30-E8,30 cm,visible,,,,,,,,,,91,113,91-102 kg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-110-30-F9,30 cm,visible,,,,,,,,,,113,136,113-125 kg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-110-30-G10,30 cm,visible,,,,,,,,,,137,150,137-150 kg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-30-D7,30 cm,visible,,,,,,,,,,64,90,64-72 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-30-E8,30 cm,visible,,,,,,,,,,91,113,91-102 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-30-F9,30 cm,visible,,,,,,,,,,113,136,113-125 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro with Direct Mount Pyramid,,,2050,137-112-30-G10,30 cm,visible,,,,,,,,,,137,150,137-150 kg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro Pediatric Direct Mount,,,2052,137-106-19-3A1-L,19 cm,visible,Left,,,,,,,,,23,33,23-33 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro Pediatric Direct Mount,,,2052,137-106-19-3A1-R,19 cm,visible,Right,,,,,,,,,23,33,23-33 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro Pediatric Direct Mount,,,2052,137-106-19-2A2-L,19 cm,visible,Left,,,,,,,,,34,44,34-44 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro Pediatric Direct Mount,,,2052,137-106-19-2A2-R,19 cm,visible,Right,,,,,,,,,34,44,34-44 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro Pediatric Direct Mount,,,2052,137-106-19-A2-L,19 cm,visible,Left,,,,,,,,,45,54,45-54 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro Pediatric Direct Mount,,,2052,137-106-19-A2-R,19 cm,visible,Right,,,,,,,,,45,54,45-54 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro Pediatric Direct Mount,,,2052,137-106-20-3A1-L,20 cm,visible,Left,,,,,,,,,23,33,23-33 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro Pediatric Direct Mount,,,2052,137-106-20-3A1-R,20 cm,visible,Right,,,,,,,,,23,33,23-33 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro Pediatric Direct Mount,,,2052,137-106-20-2A2-L,20 cm,visible,Left,,,,,,,,,34,44,34-44 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro Pediatric Direct Mount,,,2052,137-106-20-2A2-R,20 cm,visible,Right,,,,,,,,,34,44,34-44 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro Pediatric Direct Mount,,,2052,137-106-20-A2-L,20 cm,visible,Left,,,,,,,,,45,54,45-54 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro Pediatric Direct Mount,,,2052,137-106-20-A2-R,20 cm,visible,Right,,,,,,,,,45,54,45-54 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro Pediatric Direct Mount,,,2052,137-106-21-3A1-L,21 cm,visible,Left,,,,,,,,,23,33,23-33 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro Pediatric Direct Mount,,,2052,137-106-21-3A1-R,21 cm,visible,Right,,,,,,,,,23,33,23-33 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro Pediatric Direct Mount,,,2052,137-106-21-2A2-L,21 cm,visible,Left,,,,,,,,,34,44,34-44 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro Pediatric Direct Mount,,,2052,137-106-21-2A2-R,21 cm,visible,Right,,,,,,,,,34,44,34-44 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro Pediatric Direct Mount,,,2052,137-106-21-A2-L,21 cm,visible,Left,,,,,,,,,45,54,45-54 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,AllPro Pediatric Direct Mount,,,2052,137-106-21-A2-R,21 cm,visible,Right,,,,,,,,,45,54,45-54 kg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
